PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,Target
-1.9142136581435851,-0.9545015706602906,-3.9460348205578417,-2.028723319796549,-0.26717280165907714,0.5303268754071725,-1.4153207871997195,1.4960616360301278,0.12491433819442573,-0.8222456127918985,-0.4996926779751221,-0.7894661851982068,0.2281249621916712,-0.19514230670480678,0.8370403731447632,0.10434133704138557,0.1853230781728187,-0.09005675155401797,0.41275404119386033,0.43051695139710006,0.45099368343793705,0.558703084083938,0.5088259361086236,-0.7588961861389961,-0.46450004747771056,0.7321759984499248,-0.32731796046501804,-0.15702205539660485,0.40491755341835106,-0.32459431651356385,0
-0.5889803296802988,0.9246357998648069,3.9247549424399577,1.7798504567098765,-0.9934297283881778,-0.6756518179159234,1.87856458208288,0.5563355266361221,1.0798772499590659,0.08745052879507599,-0.505000146553259,0.6415928773515316,-0.048361162117414355,-0.3920539202918517,-0.7444120866501789,-0.21407194307944924,-0.10172709533249488,-0.42200011910959273,0.5530847280046698,-0.0696763070458187,0.9098183249332166,-0.24243385109148782,-0.47847177540839897,0.4911582528481931,0.7905044564114355,0.06778825864901215,1.5255551524308935,0.742482332934404,-0.8558563203717277,-0.2770842334868637,1
-1.302039057256591,-0.3171888269661996,3.023332933920342,2.043376236360033,-2.081154867358231,0.935120550826099,-1.2962004473006221,1.1561602736214767,0.7856058322830141,-1.099205909237482,2.1964525364966034,-2.310275578008805,-0.5668736624658255,-0.9957715764868343,-1.1705054687986598,0.39901733546401524,-0.24029750492010918,-0.46522263386504636,-1.065556006516674,-1.133454062330726,-0.525916579840308,0.06926229168855784,-1.2761419185865912,-0.38943705301666953,-0.4075799838000864,-0.12161358752276001,-0.37341790389934315,-0.2050986030158481,-0.36213812590976346,1.1811857117538704,2
3.020770200956905,-0.8687723177122976,-0.8017441930969357,2.187038513764018,-0.5568133866644261,0.727123799184166,0.9597655185198852,-1.3826382889904778,0.2590751187624941,0.7445545050609854,-1.0651286371632263,0.49175501892524476,-0.16657934818179324,1.0087899846967079,-0.14189269586428707,-1.0007814392968484,-0.9506866835427272,-0.40003361973579576,1.4908251694675685,0.30812845901658764,0.560421040865046,-0.16797635884062598,0.5733320259962565,-0.5329970490091112,-0.08431762600730175,-0.466792632081949,-0.15423173516145175,0.4032443662654993,0.2919337213842219,-1.2445387754631532,3
-4.528949026265376,-1.093479889397608,0.9731208069175493,1.4195096534783402,-1.7151059203359165,1.4315915091477083,1.0736489552420252,-0.968240276849299,-1.6602161329189424,1.174593185501826,-1.0174402062460062,-1.3659941406946698,-0.34371584522706045,-0.11346908152680212,0.7326352854342235,0.21069218854425187,-0.0944113143888838,-0.5523705625761153,1.6139756746714993,1.0863675204489016,0.4956443293765158,-0.18569765120241474,0.9608640214135371,-0.18464231315978338,0.5639992331936554,-2.1424813666295033,-0.06445586578267236,-0.7466682009741122,1.0763057268704412,0.29766530071280817,4
1.3018895766861416,-1.1481827777374711,-1.5746072358475511,2.4136475783117235,-0.6309762694755342,0.7408032018131225,1.3067990642532832,0.44162752141563943,0.8678594376393935,-0.8190016871255377,-2.7851957992273135,1.154597872848363,1.61948372894492,0.18272648254293883,0.9902826023181288,-1.6475750372520128,0.011288383244845103,1.3866802601421837,-0.7647429867699275,1.0413611650535477,-0.02730055942614061,0.8812397816986551,0.3774395027140044,-0.22127713496979087,0.228405772173632,0.9082599440649012,-1.446808787418995,-0.05456428378244859,-0.21547506539022632,0.20683289276516084,5
-1.4342222050237474,-2.957844671580731,2.8312782594550927,0.07695179192154145,0.5230316664020427,0.010902950976845417,0.9837175326178609,-0.732293156941167,1.0896529856387356,-1.7262433119035974,0.06695159612870163,-0.2976770746441337,-0.045771236717575964,0.38356067320692266,-0.25255145155430314,0.19943805583887797,0.572215827383358,-0.87849435258329,0.5240209647665723,1.5842308784054782,0.09222940083953943,-0.2176707608091152,0.2895611603657764,0.6975501372585408,-0.33787576672336705,-1.5079756669113622,-0.021495674019028323,0.2204129266900068,0.18648977925186133,-0.5556977389602286,6
-0.6142395749374259,5.462184011743149,0.6582418204926163,-0.4344293188542187,0.8501736231692605,-0.9540128308140902,-1.8338663159048192,-2.0875041272793076,-1.1849432392396029,-0.01912871961488701,2.221807994561177,-1.0158181514947657,-0.1510534988201781,-1.4796497906022985,1.1798551939735187,-0.5575552520609409,-1.0896427090864258,0.029797818925282514,-0.28984655484058386,0.2484995698019716,-1.3695791220012092,0.3261154037829475,1.1077707303748094,-1.1372494445922752,0.29856975934623337,-0.2710896702193058,1.4275836868296699,1.0366756812557243,-1.6522524423643064,0.5893906434415207,7
1.0984510571895691,-0.6658232765271364,-0.041022931941569044,1.1025252834001957,-0.9007247847356421,0.7551299317359603,-0.9664679619140326,-0.3863713354839093,1.2239998016456024,-1.5243535287460934,-0.63109049071318,0.14038121154575003,-0.998148375858111,0.36311364074824903,1.6425060507640916,1.3131850322478955,1.0321880238543957,0.725822709170134,-1.3818126778031636,-0.04540211940739806,0.006118384164214148,-0.35048222717631417,1.030978970026889,0.5678100783494939,0.07787091137551742,0.6037516183501469,-0.8684381187409224,-0.8565886150915965,-0.13088376501566393,-0.8595032437189095,8
0.537969864724226,-0.7774926814752996,-1.568922093172576,0.7599828719018494,-0.1213426456719576,-0.6009875150865648,0.6751859858916062,-0.1394007382307193,0.37776505069188554,0.2931145216410175,-2.0092171364995624,0.9032975980329977,0.7255810973743513,-0.6003112022833419,0.3831524953629671,-1.373539546094414,0.9773901185401839,1.593490421080547,-1.3826846213440884,0.8502436873556518,-0.32238436749406724,1.1143464687009776,1.764662233124402,0.7264378615089943,-0.3335544128310213,1.572637177293096,-1.4736207218054354,-1.4414974856959357,0.2495258341881534,0.7128447472878428,9
